[MACHINE_INFO]
SerialNumber,SoftwareVersion,UserID,LineNo,LotNo
A8HXL21-011,4.0.11001.27006,administrator,5,1
[Board_INFO]
Barcode,GroupName,ProgramName,Side,Lane,Length,Width,Conveyor,Fidu,Module,Part,FOV,StartInspTime,EndInspTime,Inspection time,Result
4244992562410663050043,GDW-LC,290-10663-05-B,NONE,Front,176,282,174.00,2,1,440,13,20250624223536,20250624223547,11.109,USERNG
[PANEL_INFO]
ModuleID,Result,InspTime,ModuleBarcode,RepairTime,Part_Total,Part_Good,Part_NG,Part_UserOK,Part_Skip
1,USERNG,20250624223536,4244992562410663050043,20250624223936,440,422,13,5,0
[Part_INFO]
ModuleID,PartNo,Packaged,PartName,RefID,PosX,PosY,Part_Angle,CAD_X,CAD_Y,CAD_Angle,AlgorismKind,InspUserID,InspResult,RepairUserID,RepairResult,RepairTime,DefectNumber,Image_Path 
1,168,Default,160-01007-00,D24,76.579,59.701,,76.632,59.8473,270,,administrator,Si_yin_NG,administrator,PASS,20250624223936,NULL,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@168.jpg
1,244,Default,100-51499-00,R83,143.615,51.913,,143.6004,52.0232,180,,administrator,Si_yin_NG,administrator,PASS,20250624223936,NULL,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@244.jpg
1,332,Default,100-52270-00,R145,143.617,50.112,,143.601,50.2241,180,,administrator,Kong_han,administrator,PASS,20250624223936,NULL,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@332.jpg
1,324,Default,100-52300-00,R143,143.734,32.797,,143.7066,32.925,180,,administrator,Si_yin_NG,administrator,Si_yin_NG,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@324.jpg
1,344,Default,100-51100-00,R171,169.802,45.896,,169.758,45.9948,180,,administrator,Que_jian,administrator,Que_jian,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@344.jpg
1,355,Default,100-51680-00,R184,149.934,35.912,,149.9024,36.0334,0,,administrator,Si_yin_NG,administrator,Si_yin_NG,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@355.jpg
1,3,Default,125-00013-00,C120,157.237,35.919,,157.1987,36.0358,90,,administrator,Que_jian,administrator,Que_jian,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@3.jpg
1,108,Default,125-00006-00,C121,169.809,37.832,,169.7607,37.9389,0,,administrator,Que_jian,administrator,Que_jian,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@108.jpg
1,151,Default,160-10033-00,D35,184.754,61.457,,184.7063,61.5317,270,,administrator,Si_yin_NG,administrator,PASS,20250624223936,NULL,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@151.jpg
1,180,Default,141-51000-00,L15,172.179,50.840,,172.1362,50.933,0,,administrator,Kong_han,administrator,Kong_han,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@180.jpg
1,163,Default,160-10033-00,D47,140.148,68.317,,140.1468,68.4137,0,,administrator,Si_yin_NG,administrator,Si_yin_NG,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@163.jpg
1,423,Default,100-00011-00,R44,258.895,124.155,,258.8181,124.124,270,,administrator,Kong_han,administrator,PASS,20250624223936,NULL,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@423.jpg
1,245,Default,100-13120-00,R12,262.509,91.445,,262.407,91.4418,180,,administrator,Que_jian,administrator,Que_jian,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@245.jpg
1,253,Default,100-13120-00,R9,265.408,93.749,,265.3047,93.7416,180,,administrator,Que_jian,administrator,Que_jian,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@253.jpg
1,150,Default,160-10033-00,D34,201.050,67.275,,200.9911,67.3341,0,,administrator,Qiao_qi,administrator,Qiao_qi,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@150.jpg
1,254,Default,100-52100-00,R122,204.930,95.791,,204.8849,95.8208,180,,administrator,Que_jian,administrator,Que_jian,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@254.jpg
1,255,Default,100-52100-00,R123,204.928,97.692,,204.8842,97.7199,180,,administrator,Pian_yi,administrator,Pian_yi,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@255.jpg
1,439,Default,151-20141-00,U10,212.016,82.092,,211.9557,82.1301,270,,administrator,Si_yin_NG,administrator,Si_yin_NG,20250624223936,,D:\Eagle3D_data\InspectResult\Image\GDW-LC\290-10663-05-B\20250624223536\1@439.jpg
[Window_INFO]
